Column1,Name,Country,Sales($),Profit($),Assets($),Market Value($)
389,Toyota Industries,Japan,26500000000,1600000000,73200000000,29600000000
390,Rolls-Royce Holdings,United Kingdom,20500000000,3000000000,40200000000,44700000000
391,Fortescue Metals Group,Australia,18600000000,5800000000,29900000000,55400000000
392,Waste Management,United States,20700000000,2500000000,32700000000,84400000000
393,Cheniere Energy,United States,17200000000,4900000000,42900000000,36700000000
394,TAQA,United Arab Emirates,14200000000,2000000000,58000000000,88800000000
395,CSX,United States,14600000000,3600000000,42700000000,65500000000
396,Johnson Controls International,Ireland,26800000000,1700000000,43500000000,46500000000
397,Larsen & Toubro,India,26700000000,1600000000,40700000000,56900000000
398,Femsa,Mexico,42000000000,1200000000,48000000000,42800000000
399,Dominion Energy,United States,14400000000,1700000000,1.02E+11,44800000000
400,LyondellBasell Industries,United Kingdom,40600000000,2100000000,36600000000,32900000000
401,Shin-Etsu Chemical,Japan,16700000000,3600000000,34000000000,75000000000
402,Investor AB,Sweden,7400000000,15200000000,84800000000,79100000000
403,M&T Bank,United States,13100000000,2600000000,2.151E+11,25700000000
404,ORLEN Spolka Akcyjna,Poland,85400000000,5800000000,71200000000,10500000000
405,Arch Capital Group,Bermuda,14100000000,4800000000,52500000000,37900000000
406,Synchrony Financial,United States,19400000000,2900000000,1.212E+11,17600000000
407,Fifth Third Bank,United States,13200000000,2300000000,2.145E+11,26400000000
408,Becton Dickinson,United States,19700000000,1300000000,54200000000,68300000000
409,ENEOS Holdings,Japan,95800000000,2000000000,67000000000,14400000000
410,Hana Financial Group,South Korea,21500000000,2400000000,4.523E+11,13300000000
411,Posco,South Korea,57400000000,1100000000,76700000000,22300000000
412,Tata Consultancy Services,India,29100000000,5500000000,17600000000,1.665E+11
413,Schweizerische Nationalbank,Switzerland,38700000000,32400000000,9.422E+11,442000000
414,Prologis,United States,8200000000,3200000000,93300000000,1.041E+11
415,Wanhua Chemical Group,China,24900000000,2400000000,38600000000,39100000000
416,Oneok,United States,17800000000,2200000000,44400000000,48200000000
417,Analog Devices,United States,11600000000,2800000000,48400000000,1.062E+11
418,Parker-Hannifin,United States,19800000000,2800000000,29600000000,70100000000
419,Baoshan Iron & Steel,China,48500000000,1700000000,53700000000,21200000000
420,ArcelorMittal,Luxembourg,68300000000,921400000,93900000000,21600000000
421,Nomura,Japan,28800000000,1100000000,3.644E+11,17500000000
422,Bank Of Shanghai,China,15000000000,3200000000,4.365E+11,15300000000
423,American Tower,United States,11200000000,2100000000,66700000000,90800000000
424,Hewlett Packard Enterprise,United States,28100000000,1900000000,58600000000,23200000000
425,Marriott International,United States,24100000000,2900000000,25800000000,67900000000
426,Regeneron Pharmaceuticals,United States,13100000000,3900000000,34400000000,1.082E+11
427,Intuit,United States,15100000000,2800000000,29700000000,1.851E+11
428,Sysco,United States,78000000000,2100000000,24700000000,37800000000
429,Daikin Industries,Japan,30400000000,1800000000,32200000000,47300000000
430,Veolia Environnement,France,49000000000,1000000000,80200000000,23800000000
431,Bridgestone,Japan,30000000000,2200000000,36900000000,30500000000
432,Cummins,United States,34000000000,1900000000,31800000000,39100000000
433,Michelin Group,France,30600000000,2100000000,38900000000,29000000000
434,Komatsu,Japan,26800000000,2700000000,37200000000,28000000000
435,Pfizer,United States,55100000000,-289000000,2.211E+11,1.623E+11
436,CSL,Australia,14100000000,2500000000,37300000000,90500000000
437,Keurig Dr Pepper,United States,14900000000,2200000000,52300000000,45800000000
438,Canadian Pacific Kansas City,Canada,10200000000,2900000000,60300000000,76600000000
439,Bank of Baroda,India,17100000000,2300000000,1.984E+11,16200000000
440,CTBC Financial Holding,Taiwan,13200000000,1800000000,2.706E+11,23200000000
441,Kotak Mahindra Bank,India,11400000000,2200000000,92000000000,40500000000
442,TC Energy,Canada,11400000000,2100000000,94600000000,40400000000
443,Carrier Global,United States,23000000000,1200000000,40800000000,58800000000
444,Aon,Ireland,13700000000,2600000000,40800000000,63600000000
445,Hermès International,France,14500000000,4700000000,22600000000,2.614E+11
446,Mitsubishi Heavy Industries,Japan,32200000000,1500000000,41300000000,29600000000
447,Infineon Technologies,Germany,16900000000,2800000000,31400000000,52200000000
448,Heineken,Netherlands,32800000000,1300000000,61900000000,23400000000
449,Boeing,United States,76400000000,-2200000000,1.345E+11,1.135E+11
450,Grupo Mexico,Mexico,14300000000,3200000000,35800000000,52600000000
451,London Stock Exchange,United Kingdom,10400000000,946000000,1.0262E+12,62800000000
452,Sherwin-Williams,United States,23000000000,2400000000,23400000000,79200000000
453,Dollar General,United States,38700000000,1700000000,33700000000,31200000000
454,Baker Hughes Company,United States,26200000000,1800000000,37100000000,33400000000
455,CRRC,China,32400000000,1700000000,65200000000,18100000000
456,Bank Central Asia,Indonesia,7500000000,3300000000,91100000000,75300000000
457,Boston Scientific,United States,14700000000,1800000000,36700000000,1.097E+11
458,Naturgy Energy Group,Spain,24500000000,2100000000,41900000000,26100000000
459,Saudi Electricity,Saudi Arabia,20700000000,1300000000,1.335E+11,19600000000
460,Softbank,Japan,46700000000,-1700000000,3.087E+11,80600000000
461,Wilmar International,Singapore,67200000000,1500000000,61800000000,14700000000
462,China Vanke,China,65100000000,1500000000,2.025E+11,10400000000
463,Maybank,Malaysia,11100000000,2000000000,2.237E+11,25500000000
464,Hyundai Mobis,South Korea,44300000000,2600000000,45200000000,15100000000
465,General Mills,United States,20200000000,2600000000,30900000000,40200000000
466,Canon,Japan,29000000000,1900000000,37900000000,27500000000
467,Consolidated Edison,United States,14500000000,1800000000,66700000000,33600000000
468,Kansai Electric Power,Japan,28100000000,3100000000,59700000000,14100000000
469,Danone,France,29900000000,943800000,49100000000,41800000000
470,BT Group,United Kingdom,25400000000,2300000000,65200000000,16600000000
471,Bharti Airtel,India,18100000000,901900000,53300000000,91500000000
472,Etisalat,United Arab Emirates,15000000000,2800000000,40200000000,38100000000
473,OMV Group,Austria,39800000000,1700000000,55400000000,16900000000
474,Fast Retailing,Japan,20200000000,2400000000,23400000000,80900000000
475,Carrefour,France,91800000000,1800000000,62000000000,12100000000
476,NetEase,China,14600000000,4200000000,26200000000,65000000000
477,Compass Group,United Kingdom,40100000000,1700000000,22400000000,48800000000
478,Principal Financial Group,United States,14900000000,1300000000,2.884E+11,20000000000
479,BCE,Canada,18300000000,1400000000,53600000000,31400000000
480,Prudential,United Kingdom,10900000000,1700000000,1.716E+11,28500000000
481,Suzuki Motor,Japan,37200000000,1900000000,35600000000,22200000000
482,FirstRand,South Africa,12400000000,2100000000,1.277E+11,21200000000
483,Sun Hung Kai Properties,Hong Kong,9200000000,3100000000,1.045E+11,29800000000
484,Recruit Holdings ,Japan,23600000000,2400000000,20800000000,76500000000
485,Williams,United States,10200000000,2900000000,52700000000,50300000000
486,Xcel Energy,United States,13800000000,1800000000,65600000000,30800000000
487,Coal India,India,17200000000,3900000000,28500000000,34800000000
488,Kuwait Finance House,Kuwait,9300000000,1800000000,1.204E+11,40800000000
489,Raymond James Financial,United States,14000000000,1800000000,81200000000,26200000000
490,Reckitt Benckiser Group,United Kingdom,18200000000,2000000000,34600000000,41100000000
491,China Coal Energy,China,27300000000,2900000000,49200000000,14800000000
492,Samsung C&T,South Korea,32200000000,1700000000,51500000000,17500000000
493,Longfor Group Holdings,China,25400000000,1800000000,98800000000,13000000000
494,Blackstone,United States,10300000000,2200000000,39700000000,1.519E+11
495,Daiwa House Industry,Japan,36000000000,2100000000,43200000000,16900000000
496,Shaanxi Coal Industry,China,21700000000,2600000000,27900000000,32700000000
497,China Merchants Shekou Industrial Zone Holdings,China,28600000000,944900000,2.817E+11,14300000000
498,Mitsui Fudosan,Japan,16500000000,1600000000,62700000000,26200000000
499,Henkel,Germany,23300000000,1400000000,35000000000,38300000000
500,Imperial Brands,United Kingdom,22800000000,2600000000,36100000000,21500000000
501,Truist Financial,United States,33200000000,-1400000000,5.35E+11,53500000000
502,L3Harris Technologies,United States,20200000000,1200000000,41800000000,42400000000
503,Air Products & Chemicals,United States,12200000000,2500000000,35900000000,58400000000
504,Woodside Energy Group,Australia,14000000000,1600000000,55400000000,34900000000
505,Capgemini,France,24300000000,1800000000,27300000000,38600000000
506,NN Group,Netherlands,21600000000,1200000000,2.3E+11,13500000000
507,Legal & General Group,United Kingdom,55900000000,540700000,6.563E+11,19000000000
508,Republic Services,United States,15200000000,1800000000,31400000000,59300000000
509,Halliburton,United States,23100000000,2600000000,24700000000,33600000000
510,Bouygues,France,61100000000,1100000000,64900000000,14500000000
511,Pernod Ricard,France,12600000000,2200000000,42800000000,40800000000
512,Bristol Myers Squibb,United States,45500000000,-6100000000,99000000000,89300000000
513,Coca-Cola Europacific Partners,United Kingdom,19800000000,1800000000,32300000000,34200000000
514,Yankuang Energy Group,China,16800000000,2500000000,58400000000,17800000000
515,Markel,United States,16600000000,2500000000,44900000000,21600000000
516,Huntington Bank,United States,11100000000,1800000000,1.935E+11,20600000000
517,Tokyo Electric Power,Japan,47800000000,1900000000,96400000000,9800000000
518,CME Group,United States,5600000000,3200000000,1.321E+11,76700000000
519,STMicroelectronics,Switzerland,16500000000,3700000000,25000000000,37200000000
520,Swiss Life Holding,Switzerland,13200000000,1200000000,2.583E+11,19900000000
521,Edison International,United States,16400000000,959000000,83600000000,29400000000
522,GE HealthCare Technologies,United States,19500000000,1600000000,32200000000,37400000000
523,Thales,France,19900000000,1100000000,42800000000,37500000000
524,Canara Bank,India,16800000000,1800000000,1.84E+11,12400000000
525,Isbank,Turkey,17600000000,3000000000,1E+11,11500000000
526,Nutrien,Canada,28300000000,844400000,53600000000,28600000000
527,British American Tobacco,United Kingdom,33900000000,-17900000000,1.513E+11,69900000000
528,East Japan Railway,Japan,18900000000,1400000000,64600000000,20500000000
529,Central Japan Railway,Japan,11800000000,2700000000,65700000000,21900000000
530,Bank of Nanjing,China,11400000000,2500000000,3.315E+11,14000000000
531,TE Connectivity,Ireland,15800000000,3400000000,22800000000,46200000000
532,Power Finance,India,11100000000,2400000000,1.246E+11,18500000000
533,Royal Caribbean Group,United States,14700000000,2100000000,35200000000,36500000000
534,HeidelbergCement,Germany,22900000000,2100000000,40200000000,19000000000
535,AirBnB,United States,10200000000,4900000000,24500000000,92500000000
536,Bharat Petroleum,India,54100000000,3200000000,24300000000,16400000000
537,LG Chem,South Korea,40000000000,758000000,61000000000,23000000000
538,Turkish Airlines,Turkey,21200000000,6800000000,35600000000,13800000000
539,Wuliangye Yibin,China,10300000000,4400000000,25000000000,84000000000
540,Subaru Corporation,Japan,32500000000,2700000000,31800000000,15600000000
541,Weichai Power,China,30100000000,1400000000,46900000000,17500000000
542,Luxshare Precision Industry,China,32600000000,1600000000,23600000000,31500000000
543,Atlas Copco,Sweden,16600000000,2700000000,18600000000,90000000000
544,United Rentals,United States,14500000000,2500000000,26700000000,45700000000
545,CNH Industrial,United Kingdom,24200000000,2300000000,45700000000,14400000000
546,Loews,United States,16300000000,1500000000,80900000000,17200000000
547,Entergy,United States,12000000000,2100000000,61600000000,24100000000
548,Quanta Computer,Taiwan,34300000000,1400000000,23100000000,34200000000
549,BASF,Germany,72100000000,33600000,88300000000,47500000000
550,NXP Semiconductors,Netherlands,13300000000,2800000000,23300000000,68500000000
551,Lam Research,United States,14200000000,3600000000,18300000000,1.192E+11
552,Vertex Pharmaceuticals,United States,10200000000,4000000000,23900000000,1.149E+11
553,Citizens Financial Group,United States,12500000000,1400000000,2.204E+11,16900000000
554,Xiamen C&D,China,1.012E+11,1800000000,1.234E+11,4500000000
555,S.F. Holding,China,36600000000,1200000000,31100000000,25400000000
556,Norfolk Southern,United States,12000000000,1400000000,42100000000,52300000000
557,Deutsche Boerse,Germany,6600000000,1900000000,2.629E+11,37200000000
558,Intact Financial,Canada,20300000000,1200000000,38100000000,30100000000
559,Fujifilm Holdings,Japan,20500000000,1700000000,31600000000,26400000000
560,Everest Re Group,Bermuda,15400000000,2900000000,47900000000,17100000000
561,OTP Bank,Hungary,11800000000,2900000000,1.137E+11,13600000000
562,Trane Technologies,Ireland,18200000000,2200000000,19300000000,74400000000
563,Inpex,Japan,15100000000,2400000000,48200000000,19100000000
564,Wesfarmers,Australia,28900000000,1700000000,18600000000,51900000000
565,Colgate-Palmolive,United States,19800000000,2600000000,16600000000,77200000000
566,Samsung Life Insurance,South Korea,17500000000,1400000000,2.335E+11,11800000000
567,Haleon,United Kingdom,14000000000,1300000000,43400000000,38200000000
568,Infosys,India,18600000000,3200000000,16500000000,71900000000
569,Devon Energy,United States,15100000000,3300000000,25000000000,31400000000
570,Punjab National Bank,India,14800000000,1100000000,1.917E+11,16500000000
571,Publicis Groupe,France,16000000000,1400000000,40600000000,28800000000
572,MediaTek,Taiwan,15000000000,2900000000,20200000000,57500000000
573,SK Hynix,South Korea,30400000000,-3500000000,76700000000,96500000000
574,Gilead Sciences,United States,27400000000,484000000,56300000000,84400000000
575,Union Bank of India,India,14300000000,1700000000,1.681E+11,12700000000
576,Abu Dhabi Commercial Bank,United Arab Emirates,9900000000,2200000000,1.619E+11,16700000000
577,Gallagher,United States,10500000000,1100000000,61000000000,56300000000
578,International Airlines,United Kingdom,31800000000,2900000000,41600000000,11100000000
579,Fujitsu,Japan,26000000000,1800000000,23200000000,27900000000
580,Public Service Enterprise Group,United States,9700000000,1800000000,52400000000,37100000000
581,Aptiv,Ireland,20100000000,3000000000,23600000000,22300000000
582,Bayer ,Germany,51000000000,-3400000000,1.295E+11,30500000000
583,China Zheshang Bank,China,18200000000,2100000000,4.375E+11,8300000000
584,George Weston,Canada,45000000000,1000000000,36000000000,18800000000
585,Cardinal Health,United States,2.206E+11,552000000,45900000000,24100000000
586,Kubota,Japan,20800000000,1700000000,38000000000,17900000000
587,Regions Financial,United States,9200000000,1800000000,1.549E+11,18500000000
588,Bunge,United States,57600000000,1900000000,25800000000,14600000000
589,Equitable Holdings,United States,13300000000,1200000000,2.764E+11,13200000000
590,China National Nuclear Power,China,10300000000,1500000000,78300000000,24000000000
591,Bajaj Finserv ,India,13000000000,984100000,64500000000,30300000000
592,Mahindra & Mahindra,India,16800000000,1400000000,28300000000,37500000000
593,Nintendo,Japan,11600000000,3400000000,20800000000,63700000000
594,Kenvue,United States,15500000000,1500000000,27300000000,39200000000
595,National Bank of Kuwait ,Kuwait,7800000000,1800000000,1.246E+11,23700000000
596,Barrick Gold,Canada,11500000000,1400000000,45800000000,31400000000
597,Coinbase,United States,4700000000,1300000000,3.48E+11,51000000000
598,Ecolab,United States,15500000000,1600000000,21300000000,66700000000
599,AutoZone,United States,17800000000,2600000000,16700000000,50500000000
600,Illinois Tool Works,United States,16100000000,3100000000,15700000000,74800000000
601,DSV,Denmark,21600000000,1700000000,22000000000,31400000000
602,Standard Bank Group,South Africa,7800000000,2500000000,1.676E+11,17300000000
603,Associated British Foods,United Kingdom,24900000000,1500000000,23700000000,25900000000
604,Lenovo Group,Hong Kong,55700000000,876000000,39500000000,16300000000
605,Northern Trust,United States,12800000000,976600000,1.561E+11,17500000000
606,Reinsurance Group of America,United States,20700000000,860000000,1.007E+11,14000000000
607,Nokia,Finland,22800000000,888000000,42900000000,21600000000
608,PKO Bank Polski,Poland,9700000000,1500000000,1.246E+11,18200000000
609,Ferguson,United Kingdom,29400000000,1800000000,15700000000,42700000000
610,Grupa PZU,Poland,14600000000,1400000000,1.181E+11,12200000000
611,IQVIA,United States,15100000000,1400000000,26600000000,42100000000
612,Woori Financial Group,South Korea,19100000000,1700000000,3.749E+11,8000000000
613,Edp-energias De Portugal,Portugal,17000000000,1100000000,60200000000,17400000000
614,Hess,United States,11600000000,2000000000,24700000000,48700000000
615,Naspers,South Africa,6100000000,4100000000,60500000000,38300000000
616,Swire Pacific,Hong Kong,12100000000,3700000000,57300000000,12500000000
617,Kimberly-Clark,United States,20400000000,1800000000,17100000000,45200000000
618,China Tower Corp.,China,13300000000,1400000000,46000000000,21700000000
619,SingTel,Singapore,10600000000,2400000000,34500000000,29700000000
620,Chubu Electric Power,Japan,25000000000,2800000000,47000000000,9500000000
621,CMOC Group,China,25700000000,1400000000,24600000000,21900000000
622,Hengli Petrochemical,China,31800000000,1100000000,37700000000,15300000000
623,QBE Insurance Group,Australia,21700000000,1400000000,34900000000,17600000000
624,Riyad Bank,Saudi Arabia,7100000000,2200000000,1.079E+11,21300000000
625,Sinopharm Group,China,84300000000,1300000000,54100000000,8800000000
626,Telefónica,Spain,44200000000,-712300000,1.127E+11,25000000000
627,Telstra,Australia,15100000000,1300000000,31100000000,28400000000
628,Cognizant,United States,19300000000,2100000000,18400000000,34200000000
629,3M,United States,32700000000,-7000000000,55200000000,58200000000
630,Industrial Bank of Korea,South Korea,15600000000,2000000000,3.368E+11,8200000000
631,NRG Energy,United States,28500000000,1600000000,25400000000,17200000000
632,CBRE Group,United States,32500000000,995100000,23000000000,28000000000
633,Tokyo Electron,Japan,12700000000,2500000000,16200000000,1.075E+11
634,Metallurgical Corp of China,China,89100000000,1100000000,97300000000,4700000000
635,Bank Of Hangzhou,China,9900000000,2100000000,2.653E+11,11400000000
636,CEZ Group,Czech Republic,15300000000,1400000000,35200000000,21600000000
637,Micron Technology,United States,18300000000,-3800000000,65700000000,1.387E+11
638,China Energy Engineering,China,57700000000,1200000000,1.128E+11,4900000000
639,AerCap Holdings,Ireland,7400000000,3300000000,71100000000,19200000000
640,CGN Power,China,11500000000,1500000000,58000000000,18700000000
641,Swisscom,Switzerland,12400000000,1900000000,28400000000,28700000000
642,Diamondback Energy,United States,8700000000,3200000000,29700000000,35300000000
643,New China Life Insurance,China,18900000000,2100000000,1.789E+11,7300000000
644,JSW Steel,India,21100000000,1100000000,27400000000,26600000000
645,RELX,United Kingdom,11400000000,2200000000,19000000000,82000000000
646,Raiffeisen Bank International,Austria,16200000000,2500000000,2.197E+11,6300000000
647,Asahi Group Holdings,Japan,19600000000,1200000000,35700000000,19300000000
648,Bank Leumi,Israel,9900000000,1900000000,2.031E+11,11900000000
649,DTE Energy,United States,12000000000,1300000000,45900000000,24100000000
650,Centrica,United Kingdom,32900000000,4900000000,27200000000,9700000000
651,Nu Holdings,Cayman Islands,8100000000,1300000000,43800000000,55600000000
652,Albertsons,United States,79200000000,1300000000,28800000000,11900000000
653,Ally Financial,United States,16200000000,858000000,1.929E+11,12200000000
654,Anglo American,United Kingdom,30700000000,300900000,66500000000,41200000000
655,GD Power Development,China,25000000000,896500000,64800000000,12800000000
656,FirstEnergy,United States,12900000000,1100000000,51300000000,23000000000
657,PPG ,United States,18200000000,1400000000,21900000000,31500000000
658,Bank Hapoalim,Israel,9400000000,2000000000,1.907E+11,11900000000
659,Tenet Healthcare,United States,20900000000,2600000000,28900000000,12500000000
660,Ross Stores,United States,20400000000,1900000000,15300000000,44400000000
661,Global Payments,United States,9800000000,1300000000,51800000000,27900000000
662,MercadoLibre,Argentina,15800000000,1100000000,19100000000,88700000000
663,Anhui Conch Cement,China,19900000000,1500000000,34700000000,14600000000
664,Deutsche Lufthansa,Germany,38800000000,1500000000,51100000000,8700000000
665,Akbank,Turkey,14700000000,2600000000,64100000000,10200000000
666,Inner Mongolia Yili ,China,17400000000,1800000000,22300000000,24800000000
667,Teck Resources,Canada,11300000000,1200000000,43100000000,27900000000
668,Amphenol,United States,12800000000,2000000000,16700000000,79200000000
669,Magna International,Canada,43100000000,1000000000,32700000000,13600000000
670,Great Wall Motor ,China,25100000000,1400000000,27100000000,16400000000
671,Jardine Matheson,Bermuda,36000000000,686000000,89200000000,11400000000
672,Warner Bros. Discovery,United States,40600000000,-3000000000,1.198E+11,19700000000
673,CIMB Group Holdings,Malaysia,8000000000,1500000000,1.596E+11,15500000000
674,O'Reilly Automotive,United States,16100000000,2400000000,14200000000,59600000000
675,Asr Nederland,Netherlands,13700000000,1100000000,1.66E+11,11100000000
676,Daiichi Sankyo,Japan,11100000000,1400000000,22900000000,68200000000
677,Tenaris,Luxembourg,14200000000,3500000000,21500000000,20200000000
678,Constellation Brands,United States,10000000000,1700000000,25700000000,46700000000
679,GE Vernova,United States,33200000000,-438000000,47900000000,44600000000
680,Continental,Germany,44300000000,781900000,40800000000,13600000000
681,Samsung SDI,South Korea,17000000000,1400000000,26300000000,21300000000
682,Huaneng Power International,China,35700000000,783600000,78200000000,10300000000
683,Hindalco Industries,India,26100000000,1100000000,27100000000,17700000000
684,Banco de Sabadell,Spain,11100000000,1300000000,2.598E+11,11100000000
685,Bank of Ireland,Ireland,9700000000,1600000000,1.72E+11,11700000000
686,Aeon,Japan,66700000000,312000000,86500000000,18200000000
687,Sumitomo Mitsui Trust,Japan,15100000000,547700000,5.014E+11,16500000000
688,Walgreens Boots Alliance,United States,1.446E+11,-6000000000,84200000000,15700000000
689,NEC,Japan,24000000000,1000000000,27900000000,18800000000
690,Idemitsu Kosan,Japan,60300000000,1600000000,33100000000,8900000000
691,Vistra Energy,United States,14600000000,759000000,38200000000,32700000000
692,W. R. Berkley,United States,12500000000,1500000000,33600000000,20300000000
693,Corteva,United States,16800000000,559000000,43600000000,39300000000
694,Lincoln National,United States,16800000000,1400000000,3.539E+11,5100000000
695,WEC Energy Group,United States,8700000000,1400000000,43900000000,27000000000
696,Singapore Airlines,Singapore,14100000000,2000000000,33400000000,15000000000
697,Hikvision,China,12600000000,2000000000,18300000000,43500000000
698,Mitsubishi Estate,Japan,10400000000,1200000000,50100000000,22300000000
699,Coupang,United States,25700000000,1300000000,14900000000,41100000000
700,Li Auto,China,17400000000,1600000000,20200000000,24400000000
701,ServiceNow,United States,9500000000,1900000000,17500000000,1.568E+11
702,Samsung Fire & Marine,South Korea,13900000000,1400000000,62000000000,11600000000
703,China Hongqiao Group,China,18900000000,1600000000,28200000000,14500000000
704,Cincinnati Financial,United States,10700000000,2400000000,33000000000,18800000000
705,KeyCorp,United States,10600000000,874000000,1.875E+11,14500000000
706,Block,United States,22900000000,498600000,35600000000,44600000000
707,PulteGroup,United States,16400000000,2700000000,16500000000,25000000000
708,Saudi British Bank,Saudi Arabia,6000000000,1900000000,98500000000,22200000000
709,JFE Holdings,Japan,35800000000,1400000000,38000000000,9400000000
710,Korea Electric Power,South Korea,68100000000,519300000,1.775E+11,9400000000
711,Banco BPM,Italy,9600000000,1400000000,2.233E+11,11000000000
712,Omnicom Group,United States,14900000000,1500000000,27300000000,18800000000
713,EnBW Energie Baden-Wurttemberg,Germany,41900000000,56100000,71600000000,19700000000
714,ACS Actividades de Construccion y Servicios,Spain,38600000000,843400000,40900000000,11300000000
715,WW Grainger,United States,16600000000,1800000000,8400000000,46400000000
716,BOE Technology Group,China,25300000000,457900000,57700000000,23000000000
717,Equinix,United States,8300000000,941400000,31900000000,75900000000
718,Nippon Yusen,Japan,16500000000,1600000000,28100000000,14600000000
719,Emaar Properties,United Arab Emirates,7800000000,3100000000,38900000000,18200000000
720,Kuehne & Nagel International,Switzerland,25500000000,1400000000,13400000000,32300000000
721,KLA,United States,9600000000,2600000000,15000000000,1.007E+11
722,Porsche Automobil Holding,Germany,5700000000,5500000000,68900000000,16500000000
723,Crown Castle International,United States,6800000000,1400000000,38200000000,44700000000
724,Eiffage,France,24200000000,1100000000,41800000000,10700000000
725,Sekisui House,Japan,21900000000,1400000000,22900000000,14800000000
726,Las Vegas Sands,United States,11200000000,1600000000,21200000000,35000000000
727,Alcon,Switzerland,9600000000,1000000000,29600000000,43600000000
728,VICI Properties,United States,3700000000,2600000000,44200000000,31700000000
729,Simon Property Group,United States,5800000000,2600000000,33700000000,48500000000
730,Genuine Parts,United States,23100000000,1300000000,18300000000,21300000000
731,Renesas Electronics,Japan,10100000000,2200000000,21400000000,31200000000
732,Verbund,Austria,10000000000,2400000000,21900000000,27300000000
733,China Resources Power,Hong Kong,13200000000,1400000000,41300000000,13300000000
734,Fidelity National Financial,United States,12600000000,824000000,74400000000,14300000000
735,eBay,United States,10100000000,2600000000,21400000000,26000000000
736,Volvo Car,Sweden,37500000000,1200000000,34600000000,9300000000
737,LG Electronics,South Korea,64300000000,542800000,45600000000,13000000000
738,Emerson Electric,United States,16500000000,129000000,46400000000,64600000000
739,Palo Alto Networks,United States,7500000000,2300000000,18300000000,1.027E+11
740,Assa Abloy,Sweden,13500000000,1400000000,19600000000,32100000000
741,Keyence,Japan,6700000000,2600000000,19600000000,1.137E+11
742,Sumitomo Electric,Japan,30400000000,1000000000,28800000000,11900000000
743,Siemens Energy,Germany,34600000000,-2400000000,54200000000,21500000000
744,Steel Dynamics,United States,18600000000,2400000000,15000000000,21000000000
745,Grasim Industries,India,15300000000,680900000,47000000000,19800000000
746,Aluminum Corp of China,China,31900000000,941000000,29900000000,12000000000
747,Ashtead Group,United Kingdom,10700000000,1600000000,21800000000,31900000000
748,Sika,Switzerland,12500000000,1200000000,18100000000,49800000000
749,Huatai Securities,China,7500000000,1700000000,1.277E+11,11500000000
750,AIB Group,Ireland,6100000000,2200000000,1.506E+11,13500000000
751,Meritz Financial Group,South Korea,10000000000,1600000000,75900000000,11000000000
752,Hong Kong Exchanges,Hong Kong,2600000000,1500000000,43400000000,47800000000
753,Fortis (Canada),Canada,8400000000,1200000000,49900000000,20100000000
754,Targa Resources,United States,15900000000,1100000000,20800000000,26100000000
755,Ryanair Holdings,Ireland,14200000000,2200000000,17100000000,22700000000
756,3i Group,United Kingdom,707000000,4800000000,27300000000,36200000000
757,Roper Technologies,United States,6400000000,1500000000,30000000000,58000000000
758,VakifBank,Turkey,16300000000,1300000000,96800000000,6600000000
759,Chongqing Changan Auto,China,20800000000,769100000,26400000000,19500000000
760,MGM Resorts,United States,16700000000,893100000,42100000000,12900000000
761,RenaissanceRe Holdings,Bermuda,9500000000,2300000000,44700000000,12100000000
762,Huishang Bank,China,10200000000,2000000000,2.548E+11,4300000000
763,HCLTech,India,13300000000,1900000000,12000000000,43400000000
764,Molina Healthcare,United States,35900000000,1100000000,15500000000,20400000000
765,Neste,Finland,24300000000,1500000000,17700000000,15800000000
766,Thomson Reuters,Canada,6900000000,2400000000,18800000000,77200000000
767,Aegon,Netherlands,25800000000,253000000,3.148E+11,12000000000
768,Bancolombia,Colombia,11300000000,1500000000,87200000000,9100000000
769,ASE Technology Holding,Taiwan,18600000000,1000000000,21300000000,20300000000
770,Rongsheng Petrochemical,China,43300000000,443200000,52700000000,14600000000
771,Resona Holdings,Japan,6200000000,1100000000,5.032E+11,15200000000
772,Jabil Circuit,United States,32100000000,1500000000,17100000000,13900000000
773,Grupo Inbursa,Mexico,7500000000,1700000000,45400000000,18000000000
774,Biogen,United States,9300000000,1200000000,26600000000,33600000000
775,Daqin Railway,China,11000000000,1600000000,29100000000,17300000000
776,The Estée Lauder Companies,United States,15300000000,641000000,22700000000,48300000000
777,Suncorp Group,Australia,11800000000,776600000,73100000000,13900000000
778,SSE,United Kingdom,14300000000,708800000,31900000000,25300000000
779,Murata Manufacturing,Japan,11300000000,1300000000,20100000000,34800000000
780,Celanese,United States,10700000000,2000000000,26000000000,17200000000
781,TransDigm Group,United States,7300000000,1400000000,21600000000,72300000000
782,Beijing-Shanghai High-Speed Railway,China,5800000000,1700000000,40600000000,35700000000
783,Newmont ,United States,13100000000,-2700000000,55300000000,50400000000
784,Tyson Foods,United States,52900000000,-615000000,37500000000,21000000000
785,Ageas,Belgium,12200000000,1000000000,1.061E+11,9400000000
786,Nidec,Japan,16200000000,867200000,21000000000,27100000000
787,Zoetis,United States,8700000000,2400000000,14300000000,79400000000
788,CK Asset Holdings,Hong Kong,6200000000,2200000000,65200000000,16100000000
789,H&M - Hennes & Mauritz,Sweden,22100000000,887800000,16800000000,27300000000
790,Public Bank,Malaysia,5100000000,1500000000,1.111E+11,17400000000
791,TELUS,Canada,14800000000,556800000,42600000000,24400000000
792,Sampo,Finland,10000000000,1500000000,24800000000,22100000000
793,Best Buy,United States,43500000000,1200000000,15000000000,15900000000
